level,program,total_units,code,name,status
Undergraduate,Bachelor of Science in Accounting,26,FIN 4130,Financial Analysis and Reporting,Matched
Undergraduate,Bachelor of Science in Accounting,26,FIN 4030,Investments,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4130,Forensic Accounting,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 1010,Principles of Accounting I,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 2010,Principles of Accounting II,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 1010,Introduction to Business,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 2020,Business Communications,Matched
Undergraduate,Bachelor of Science in Accounting,26,ECO 1010,Principles of Micro,Matched
Undergraduate,Bachelor of Science in Accounting,26,ECO 1020,Principles of Macro Economics,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 3010,Accounting Information Systems,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4010,Managerial Accounting,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4040,Cost Accounting,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4050,International Accounting,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4060,Taxation I,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4071,Principles of Auditing,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4120,Auditing & Investigations,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4131,Public Sector Accounting,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 3010,Business Law,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 3030,Business Statistics,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 4030,Quantitative Methods,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 4070,Business Values and Ethics,Matched
Undergraduate,Bachelor of Science in Accounting,26,FIN 3010,Principles of Finance,Matched
Undergraduate,Bachelor of Science in Accounting,26,MGT 3010,Overview of Management,Matched
Undergraduate,Bachelor of Science in Accounting,26,BUS 4000,Corporate Law,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4910,Accounting Internship Or,Matched
Undergraduate,Bachelor of Science in Accounting,26,ACT 4950,Accounting Project,Matched
Undergraduate,Bachelor of Science in Finance,26,FIN 4130,Financial Analysis and Reporting,Matched
Undergraduate,Bachelor of Science in Finance,26,FIN 4030,Investments,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4130,Forensic Accounting,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 1010,Principles of Accounting I,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 2010,Principles of Accounting II,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 1010,Introduction to Business,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 2020,Business Communications,Matched
Undergraduate,Bachelor of Science in Finance,26,ECO 1010,Principles of Micro,Matched
Undergraduate,Bachelor of Science in Finance,26,ECO 1020,Principles of Macro Economics,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 3010,Accounting Information Systems,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4010,Managerial Accounting,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4040,Cost Accounting,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4050,International Accounting,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4060,Taxation I,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4071,Principles of Auditing,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4120,Auditing & Investigations,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4131,Public Sector Accounting,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 3010,Business Law,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 3030,Business Statistics,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 4030,Quantitative Methods,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 4070,Business Values and Ethics,Matched
Undergraduate,Bachelor of Science in Finance,26,FIN 3010,Principles of Finance,Matched
Undergraduate,Bachelor of Science in Finance,26,MGT 3010,Overview of Management,Matched
Undergraduate,Bachelor of Science in Finance,26,BUS 4000,Corporate Law,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4910,Accounting Internship Or,Matched
Undergraduate,Bachelor of Science in Finance,26,ACT 4950,Accounting Project,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ACT 1010,Principles of Accounting I,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ACT 2010,Principles of Accounting II,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 1010,Introduction to Business,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 2020,Business Communications,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 1010,Principles of Micro Economics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 1020,Principles of Macro Economics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 3010,Business Law,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 3010,Principles of Finance,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ACT 4060,Taxation I,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ACT 4110,Taxation II,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 4020,Business Mathematics and Statistics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 4030,Quantitative Methods,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 4070,Business Values & Ethics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,BUS 4090,Strategic Management,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4050,Financial Information Systems,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4060,Financial Management in Public,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 4010,Intermediate Microeconomics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 4020,Intermediate Macroeconomics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 4030,Economic Development,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 4040,Public Finance,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,ECO 4050,Health Finance and Economics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4110,Portfolio and Derivatives,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4120,Pensions and Insurance,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4130,Financial Analysis and Reporting,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4140,Emerging Issues in Finance,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4150,Financial Modelling,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4210,Real Estate Portfolio Management,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4220,Real Estate Investment Analysis,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4230,Real Estate Economics,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4240,Property Law,Matched
Undergraduate,Bachelor of Science in Hotel & Restaurant Management,31,FIN 4250,Real Estate Management and,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4000,Corporate Law,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4005,Project Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4080,Business Process Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4015,Supply Chain Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 3010,Accounting Information Systems,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 4010,Managerial Accounting,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 4020,Financial Accounting I,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 4030,Financial Accounting II,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 4040,Cost Accounting or,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 4050,International Accounting,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4005,Entrepreneurial Behavior & Ethics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4020,Management of Entrepreneurial,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4040,Electronic Commerce,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4050,International Dimensions of,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4060,Small Business Consulting Finance,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 4010,International Managerial Finance,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 4020,Corporate Finance,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 4030,Investments,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 4040,Money and Capital Markets,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 4050,Financial Information Systems,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ENT 4020,Management of Entrepreneurial,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 4010,Dimensions of Leadership and,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 4020,Organisations and Organisational,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 4040,Human Resource Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 4050,Total Quality Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 3020,Marketing Information Systems,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 4010,International Marketing,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 4020,Marketing Research,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 4030,Marketing Communications and,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 4050,Services Marketing,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 1010,Principles of Accounting I,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ACT 2010,Principles of Accounting II,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 1010,Introduction to Business,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 2010,Business Mathematics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 2020,Business Communications,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ECO 1010,Principles of Micro Economics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,ECO 1020,Principles of Macro Economics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,IST 2040,Information Systems and,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 3010,Business Law,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 3020,Production and Operations,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 3030,Business Statistics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4070,Business Values and Ethics,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,BUS 4090,Strategic Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,FIN 3010,Principles of Finance,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,IBA 4010,International Business Operations,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,IBA 4020,International Economics and Trade,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 3010,Overview of Management Practice,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MGT 4030,Cross-Cultural Management,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,MKT 3010,Principles of Marketing,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,IBA 4950,International Business Project or,Matched
Undergraduate,Bachelor of Science in International Business Administration,51,IBA 4910,International Business Internship,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 1010,General Biology I,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 1020,General Biology II,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,CHM 1010,General Chemistry I,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,CHM 1020,General Chemistry II,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,MTH 1110,Calculus,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,PHY 1010,Physics I,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,PHY 1020,Physics II,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 1030,Introduction to Biochemistry,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 3010,Protein Structure and Function,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 3020,Enzymology and Metabolism,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 4010,Advanced Biochemistry,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 4020,Molecular Biology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 4030,Biotechnology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 4040,Bioinformatics,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,CHM 3010,Organic Chemistry I,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,CHM 3020,Organic Chemistry II,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,CHM 4010,Analytical Chemistry,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 3010,Cell Biology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 3020,Genetics,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 4010,Microbiology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 4020,Immunology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 4030,Pharmacology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BIO 4040,Toxicology,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,RES 3010,Research Methods in Biochemistry,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,RES 4010,Biochemistry Research Project I,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,RES 4020,Biochemistry Research Project II,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,SEM 4010,Biochemistry Seminar,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,INT 4010,Biochemistry Internship,Matched
Undergraduate,Bachelor of Science in Applied Biochemistry,29,BCH 4050,Clinical Biochemistry,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6410,Advanced Machine Learning,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MTH 6420,Graph Analytics,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6430,Data Mining and Warehousing,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,STA 6510,Multivariate Methods,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MTH 6520,Optimization and Simulation,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6410,Advanced Machine Learning,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MTH 6420,Graph Analytics,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6430,Data Mining and Warehousing,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6450,DevOps,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6530,Software Design and Architecture,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6460,Business Analytics,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6470,Fraud Detection Analytics,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6480,Text Analytics,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6550,Finance and Risk Management,Matched
Undergraduate,Bachelor of Science in Data Science & Analytics,15,MDA 6560,Geo-Intelligence/ Spatial Analytics,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,IST 1025,Introduction to Programming,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 1040,Introduction to Web Design and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,MTH 1110,Calculus,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,MTH 2010,Probability and Statistics,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 1050,Database Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 1020,Data Structure Analysis and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,IST 2010,Computer Organisation and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,MTH 2215,Discrete Mathematics,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,MTH 2030,Numerical Analysis and its,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 2030,Digital Electronics,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,IST 3020,Principles of Operating Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 2050,Computer Networks and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3010,Introduction to Artificial Intelligence,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3020,Knowledge-Based Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3040,"Object Oriented Analysis, Design",Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3060,Mobile Programming,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 2040,Programming with Frameworks,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 2080,Introduction to Software Engineering,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3080,Management Information Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 2030,Software Requirements Engineering,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 2010,System Analysis and Design,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 2020,Machine Learning and Big Data,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3050,"Software Verification, Validation and",Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3090,Software Engineering Project I,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3020,Software Quality Assurance and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3030,Software Costing and Estimation,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SFE 4010,Human Computer Interaction,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SFE 4015,Software Configuration Management,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APP 4080,Collaborative (Team Work In),Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3010,Security and Business Continuity,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 3040,Software Engineering Process,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4040,Software Construction and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4060,Software Project Planning and,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4900,Software Engineering Capstone,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4910,Software Engineering Internship,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,APT 3095,Cloud Computing and Virtualization,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4070,Advanced Web-Based Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4080,Computer and Network Security,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,DST 4010,Distributed Systems,Matched
Undergraduate,Bachelor of Science in Software Engineering,40,SWE 4090,Enterprise Resource Planning,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6010,Advanced Database Systems,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6020,Enterprise Systems Architecture,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6030,IT Project Management,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6040,IT Strategic Planning,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6050,Systems Analysis and Design,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6060,Business Process Management,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6070,Data Analytics for Business,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6080,Research Methods in IS,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6090,IT Governance,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6100,IS Practicum,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6150,Capstone Project I,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6200,Master's Thesis I,Matched
Undergraduate,Bachelor of Science in Information Systems & Technology,13,IST 6210,Master's Thesis II,Matched
Undergraduate,Bachelor of Science in Nursing,26,FIN 4130,Financial Analysis and Reporting,Matched
Undergraduate,Bachelor of Science in Nursing,26,FIN 4030,Investments,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4130,Forensic Accounting,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 1010,Principles of Accounting I,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 2010,Principles of Accounting II,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 1010,Introduction to Business,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 2020,Business Communications,Matched
Undergraduate,Bachelor of Science in Nursing,26,ECO 1010,Principles of Micro,Matched
Undergraduate,Bachelor of Science in Nursing,26,ECO 1020,Principles of Macro Economics,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 3010,Accounting Information Systems,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4010,Managerial Accounting,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4040,Cost Accounting,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4050,International Accounting,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4060,Taxation I,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4071,Principles of Auditing,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4120,Auditing & Investigations,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4131,Public Sector Accounting,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 3010,Business Law,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 3030,Business Statistics,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 4030,Quantitative Methods,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 4070,Business Values and Ethics,Matched
Undergraduate,Bachelor of Science in Nursing,26,FIN 3010,Principles of Finance,Matched
Undergraduate,Bachelor of Science in Nursing,26,MGT 3010,Overview of Management,Matched
Undergraduate,Bachelor of Science in Nursing,26,BUS 4000,Corporate Law,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4910,Accounting Internship Or,Matched
Undergraduate,Bachelor of Science in Nursing,26,ACT 4950,Accounting Project,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 1010,Introduction to AI and Robotics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 1020,Programming Foundations for AI,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,MTH 1110,Calculus,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,MTH 2215,Discrete Mathematics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,IST 1025,Introduction to Programming,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 2010,Introduction to Robotics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 2020,Linear Algebra for AI,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 2030,Data Structures,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 2040,Real-Time Software Engineering,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 3010,Design of Real-Time Systems,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 3020,Machine Learning Fundamentals,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 3030,Neural Networks,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 3060,Robotics Applications Programming,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 3080,Artificial Intelligence and Robotics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,APT 3010,Introduction to Artificial Intelligence,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,MTH 2010,Probability and Statistics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4010,Deep Learning and Computer Vision,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4020,Human-Robot Interaction,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4030,Autonomous Systems,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4040,Reinforcement Learning for Robotics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4050,Intelligent Multi-Agent Systems,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4060,Engineering and Informatics Ethics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4070,Robotics Design,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4080,Industrial Automation and Robotics,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4090,Speech and Natural Language Processing,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,APT 3040,Object Oriented Analysis Design,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,APT 3060,Mobile Programming,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,DST 4020,Mobile Computing,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,NET 4030,Internet Architecture and Protocols,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,SFE 4020,Software Design and Architecture,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,SFE 4030,Software Testing and Quality,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4100,AI Project I,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4110,AI Project II,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4910,AI and Robotics Internship,Matched
Undergraduate,Bachelor of Science in Artificial Intelligence (AI) and Robotics,35,AIR 4920,Capstone Project in AI Robotics,Matched
Undergraduate,Bachelor of Arts in Journalism,33,ANM 1010,History of Film Animation,Matched
Undergraduate,Bachelor of Arts in Journalism,33,ANM 1020,Fundamentals of Animation,Matched
Undergraduate,Bachelor of Arts in Journalism,33,ANM 1030,Introduction to Drawing,Matched
Undergraduate,Bachelor of Arts in Journalism,33,ANM 1040,Character Design,Matched
Undergraduate,Bachelor of Arts in Journalism,33,ANM 1050,Cinema and Television Equipment,Matched
